d1	d2	d3	d4	d5	d6	d7	d8	d9	d10	Class
-4.228004455566406	3.7448370456695557	0.40127524733543396	0.18369342386722565	-2.2191615104675293	-2.1866657733917236	-3.5138816833496094	0.9415047764778137	-2.2478928565979004	-1.3355470895767212	1
2.6045711040496826	-0.13706085085868835	0.4893609285354614	2.680563449859619	3.5260162353515625	-1.85244619846344	1.310866355895996	-1.880884051322937	-0.13044120371341705	0.42086273431777954	1
-1.9285826683044434	2.6566686630249023	-0.655276358127594	4.0849833488464355	3.642465353012085	1.7215203046798706	-0.13364993035793304	1.850016713142395	0.8659101724624634	1.3281707763671875	1
-0.8703938126564026	3.3317229747772217	-2.5001847743988037	4.31174898147583	2.513348340988159	2.3593599796295166	1.9643449783325195	-1.1914173364639282	-1.3829988241195679	3.083075761795044	1
-0.08378086239099503	1.3196078538894653	-2.833174228668213	-1.1216516494750977	-2.4407408237457275	1.5856016874313354	0.6375304460525513	0.8297901749610901	-0.6798346638679504	1.5855954885482788	1
-0.11230270564556122	0.45986470580101013	-1.1184422969818115	3.0789237022399902	0.15182816982269287	-0.94972991943359375	0.13954854011535645	-0.6051435470581055	3.3344197273254395	0.7764061093330383	1
-5.63482666015625	3.472193717956543	-1.4978302717208862	5.652098655700684	5.3895583152771	1.9161279201507568	1.733540415763855	0.59543609619140625	-3.9827675819396973	3.016061544418335	1
1.0885833501815796	-0.014905393123626709	1.0362681150436401	0.40335407853126526	1.0684585571289063	-0.17189255356788635	-2.443902015686035	0.6256287693977356	2.090843915939331	-1.239201307296753	0
-3.617743492126465	5.073861598968506	-1.5249147415161133	7.429311275482178	2.610424280166626	0.73090362548828125	1.3487274646759033	-1.0729444026947021	-2.744539976119995	1.0335286855697632	1
-1.750990629196167	-0.44325801730155945	-3.6410024166107178	-2.947537899017334	1.806850552558899	-0.3118480145931244	3.8939461708068848	-1.9561045169830322	-1.3146986961364746	0.4787476658821106	1
